Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,NewClaimAmount,NewCloseAmount,Amount Differences
2005082991670,2005-08-23 00:00:00,2005-08-12 00:00:00,TUS,Tucson International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$428.08 ,Denied,$0.00 ,Deny,11.0,428.08,0.0,428.08
1022164M,2003-10-22 00:00:00,2003-10-08 00:00:00,DSM,Des Moines International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$835.00 ,Denied,$835.00 ,Deny,14.0,835.0,835.0,0.0
2007101033206,2007-10-03 00:00:00,2007-09-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,USAir,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System; Locks; Other,$399.94 ,Denied,$0.00 ,Deny,10.0,399.94,0.0,399.94
2005083091834,2005-08-24 00:00:00,2005-07-25 00:00:00,MSP,Minneapolis/ St.Paul International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$99.78 ,Settled,$49.89 ,Settle,30.0,99.78,49.89,49.89
2007062827583,2007-06-26 00:00:00,2007-06-12 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,$1;050.00 ,Denied,$0.00 ,Deny,14.0,1050.0,0.0,1050.0
2009051958951,2009-05-04 00:00:00,2008-11-28 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Computer - Laptop,$666.99 ,Denied,$0.00 ,Deny,157.0,666.99,0.0,666.99
2006081811290,2006-08-17 00:00:00,2006-07-31 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),$524.89 ,Denied,$0.00 ,Deny,17.0,524.89,0.0,524.89
2007100432992,2007-10-02 00:00:00,2007-08-23 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Watches - Expensive more than $100,$951.00 ,Approved,$951.00 ,Approve in Full,40.0,951.0,951.0,0.0
2005012874731,2005-01-10 00:00:00,2004-12-26 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,$40.00 ,Approved,$40.00 ,Approve in Full,15.0,40.0,40.0,0.0
2005062286858,2005-06-13 00:00:00,2005-05-30 00:00:00,SMF,Sacramento International Airport,UAL,Passenger Property Loss,Checked Baggage,Medicines,$74.61 ,Denied,$0.00 ,Deny,14.0,74.61,0.0,74.61
2008082148893,2008-08-18 00:00:00,2008-07-09 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),$793.00 ,Denied,$0.00 ,Deny,40.0,793.0,0.0,793.0
2007061326827,2007-06-11 00:00:00,2007-06-05 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,$425.00 ,Settled,$194.50 ,Settle,6.0,425.0,194.5,230.5
2007011218708,2007-01-08 00:00:00,2006-11-04 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,$7;304.81 ,Denied,$0.00 ,Deny,65.0,7304.81,0.0,7304.81
2006071709583,2006-07-14 00:00:00,2006-07-06 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Delta Air Lines,Property Damage,Checked Baggage,Ceramics - Animals; etc.; Locks; Luggage (all types including footlockers); Other,$99.00 ,Denied,$0.00 ,Deny,8.0,99.0,0.0,99.0
2005051284585,2005-05-11 00:00:00,2005-03-05 00:00:00,LAS,McCarran International,Northwest Airlines,Property Damage,Checked Baggage,Other,$138.98 ,Denied,$0.00 ,Deny,67.0,138.98,0.0,138.98
2007070927975,2007-07-02 00:00:00,2007-06-18 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,$1;000.00 ,Settled,$540.73 ,Settle,14.0,1000.0,540.73,459.27
0616500L,2003-01-21 00:00:00,2002-12-20 00:00:00,DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$40.00 ,Settled,$20.00 ,Settle,32.0,40.0,20.0,20.0
2006121216949,2006-12-04 00:00:00,2006-11-17 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),$520.00 ,Denied,$0.00 ,Deny,17.0,520.0,0.0,520.0
2005061586420,2005-06-03 00:00:00,2005-04-18 00:00:00,ORF,Norfolk International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,$125.00 ,Denied,$0.00 ,Deny,46.0,125.0,0.0,125.0
2004120568601,2004-10-20 00:00:00,2004-09-19 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,$269.00 ,Denied,$0.00 ,Deny,31.0,269.0,0.0,269.0
2006051106041,2006-05-02 00:00:00,2006-04-18 00:00:00,ERI,Erie International,USAir,Passenger Property Loss,Checked Baggage,Silverplate; Goldplate; Pewter; Stainless Steel; Copperware; Bronzeware,$580.00 ,Denied,$0.00 ,Deny,14.0,580.0,0.0,580.0
2009090863411,2009-09-03 00:00:00,2007-09-08 00:00:00,OGG,Kahului-Maui; HI,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,$54.04 ,Denied,$0.00 ,Deny,726.0,54.04,0.0,54.04
2005042783523,2005-04-26 00:00:00,2005-03-25 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$56.50 ,Denied,$0.00 ,Deny,32.0,56.5,0.0,56.5
2004051852780,2004-04-01 00:00:00,2004-02-08 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Cameras - Digital,$1;200.00 ,Settled,$575.00 ,Settle,53.0,1200.0,575.0,625.0
0514044L,2003-05-14 00:00:00,2003-03-16 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry - Fine,$4;370.00 ,Settled,$4;370.00 ,Settle,59.0,4370.0,4370.0,0.0
0723162M,2003-07-23 00:00:00,2003-05-27 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Locks,$200.00 ,Denied,$0.00 ,Deny,57.0,200.0,0.0,200.0
0703075M,2003-07-03 00:00:00,2003-06-18 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$500.00 ,Settled,$250.00 ,Settle,15.0,500.0,250.0,250.0
2008030540426,2008-02-26 00:00:00,2008-02-23 00:00:00,SAN,San Diego International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$99.99 ,Denied,$0.00 ,Deny,3.0,99.99,0.0,99.99
2006032403652,2006-03-21 00:00:00,2006-02-27 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$200.00 ,Settled,$50.00 ,Settle,22.0,200.0,50.0,150.0
2007060426212,2007-06-01 00:00:00,2007-05-15 00:00:00,BUF,Buffalo Niagara International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones; Computer - Laptop,$1;347.00 ,Denied,$0.00 ,Deny,17.0,1347.0,0.0,1347.0
2008022540072,2008-02-19 00:00:00,2008-01-21 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,$193.86 ,Approved,$193.86 ,Approve in Full,29.0,193.86,193.86,0.0
2005010372119,2004-12-07 00:00:00,2004-11-27 00:00:00,MCO,Orlando International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,$249.99 ,Approved,$249.99 ,Approve in Full,10.0,249.99,249.99,0.0
2008072247185,2008-07-15 00:00:00,2008-07-08 00:00:00,ORD,Chicago O'Hare International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,$197.47 ,Denied,$0.00 ,Deny,7.0,197.47,0.0,197.47
2008121053246,2008-12-05 00:00:00,2008-11-27 00:00:00,ORF,Norfolk International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital; Video Recordings (blank & commercial),$988.00 ,Denied,$0.00 ,Deny,8.0,988.0,0.0,988.0
2006051105950,2006-05-02 00:00:00,2006-03-31 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; DVD/CD Players; Luggage (all types including footlockers),$540.00 ,Denied,$0.00 ,Deny,32.0,540.0,0.0,540.0
2008073147792,2008-07-25 00:00:00,2007-07-08 00:00:00,JAN,Jackson International,Southwest Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$70.00 ,Denied,$0.00 ,Deny,383.0,70.0,0.0,70.0
2007080329583,2007-08-02 00:00:00,2007-07-15 00:00:00,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$265.00 ,Denied,$0.00 ,Deny,18.0,265.0,0.0,265.0
2006042004837,2006-04-11 00:00:00,2006-03-28 00:00:00,BOS,Boston (Logan) International Airport,Delta (Song),Passenger Property Loss,Checked Baggage,Other,$15.00 ,Approved,$15.00 ,Approve in Full,14.0,15.0,15.0,0.0
2006030102321,2006-02-23 00:00:00,2006-01-29 00:00:00,ONT,Ontario International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$55.00 ,Settled,$27.50 ,Settle,25.0,55.0,27.5,27.5
2006110915384,2006-11-06 00:00:00,2006-11-02 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,$24.50 ,Denied,$0.00 ,Deny,4.0,24.5,0.0,24.5
2004110766615,2004-09-23 00:00:00,2004-09-08 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$59.95 ,Approved,$59.95 ,Approve in Full,15.0,59.95,59.95,0.0
2004092263449,2004-09-09 00:00:00,2004-07-31 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,$3;249.00 ,Settled,$1;090.75 ,Settle,40.0,3249.0,1090.75,2158.25
2006122117625,2006-12-14 00:00:00,2006-09-09 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,$237.00 ,Denied,$0.00 ,Deny,96.0,237.0,0.0,237.0
2006060607475,2006-06-05 00:00:00,2006-05-18 00:00:00,RSW,Southwest Florida International,Frontier Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware; Luggage (all types including footlockers),$180.66 ,Denied,$0.00 ,Deny,18.0,180.66,0.0,180.66
2007120436011,2007-11-30 00:00:00,2007-10-02 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Costume,$1;485.00 ,Denied,$0.00 ,Deny,59.0,1485.0,0.0,1485.0
2005082591505,2005-08-16 00:00:00,2005-06-14 00:00:00,ALB,Albany International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$800.00 ,Denied,$0.00 ,Deny,63.0,800.0,0.0,800.0
2007071828576,2007-07-12 00:00:00,2007-05-31 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,$98.00 ,Denied,$0.00 ,Deny,42.0,98.0,0.0,98.0
2005051884954,2005-05-16 00:00:00,2005-04-19 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$588.48 ,Denied,$0.00 ,Deny,27.0,588.48,0.0,588.48
2005081590583,2005-08-04 00:00:00,2005-07-29 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,$39.95 ,Approved,$39.95 ,Approve in Full,6.0,39.95,39.95,0.0
2005092993489,2005-09-20 00:00:00,2005-09-11 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,$130.00 ,Settled,$65.00 ,Settle,9.0,130.0,65.0,65.0
2009062660661,2009-07-10 00:00:00,2009-06-11 00:00:00,F,Foreign airport,Air Canada,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$163.70 ,Denied,$0.00 ,Deny,29.0,163.7,0.0,163.7
2008051944488,2008-05-16 00:00:00,2008-05-13 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),$240.00 ,Denied,$0.00 ,Deny,3.0,240.0,0.0,240.0
2006112416183,2006-11-15 00:00:00,2006-11-08 00:00:00,BUF,Buffalo Niagara International,Jet Blue,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),$260.98 ,Denied,$0.00 ,Deny,7.0,260.98,0.0,260.98
2004100464332,2004-09-09 00:00:00,2004-08-17 00:00:00,TVC,Cherry Capital Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$65.00 ,Approved,$65.00 ,Approve in Full,23.0,65.0,65.0,0.0
1126139M,2003-11-26 00:00:00,2003-10-14 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$157.31 ,Approved,$157.31 ,Approve in Full,43.0,157.31,157.31,0.0
2005052485408,2005-05-23 00:00:00,2005-05-16 00:00:00,TPA,Tampa International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,$250.00 ,Denied,$0.00 ,Deny,7.0,250.0,0.0,250.0
2005122398344,2005-12-15 00:00:00,2005-12-03 00:00:00,SMF,Sacramento International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,$20.00 ,Approved,$20.00 ,Approve in Full,12.0,20.0,20.0,0.0
2005110295522,2005-10-25 00:00:00,2005-09-19 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,$397.97 ,Denied,$0.00 ,Deny,36.0,397.97,0.0,397.97
2009082662988,2009-08-24 00:00:00,2009-07-23 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,$99.11 ,Approved,$99.11 ,Approve in Full,32.0,99.11,99.11,0.0
0416075L,2003-04-16 00:00:00,2003-03-19 00:00:00,SNA,John Wayne,American Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$23.00 ,Approved,$23.00 ,Approve in Full,28.0,23.0,23.0,0.0
2009061060031,2009-06-09 00:00:00,2009-05-16 00:00:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,$1;500.00 ,Denied,$0.00 ,Deny,24.0,1500.0,0.0,1500.0
2007060426211,2007-05-29 00:00:00,2007-05-20 00:00:00,DFW,Dallas-Fort Worth International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Tools - Manual (not in a vehicle),$44.88 ,Approved,$44.88 ,Approve in Full,9.0,44.88,44.88,0.0
2009090363300,2009-08-31 00:00:00,2009-08-13 00:00:00,LGA,LaGuardia,USAir,Passenger Property Loss,Checked Baggage,Locks,$12.78 ,Approved,$12.78 ,Approve in Full,18.0,12.78,12.78,0.0
2006050305668,2006-04-24 00:00:00,2004-04-08 00:00:00,CMH,Port Columbus International,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,$2;035.00 ,Settled,$508.75 ,Settle,746.0,2035.0,508.75,1526.25
2006122217705,2006-12-19 00:00:00,2006-11-19 00:00:00,IND,Indianapolis International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),$400.00 ,Denied,$0.00 ,Deny,30.0,400.0,0.0,400.0
2005110195491,2005-10-24 00:00:00,2005-10-17 00:00:00,KOA,Kona International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$85.00 ,Approved,$85.00 ,Approve in Full,7.0,85.0,85.0,0.0
1217628M,2003-12-17 00:00:00,2003-10-30 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital,$225.00 ,Settled,$75.00 ,Settle,48.0,225.0,75.0,150.0
2008061345643,2008-06-10 00:00:00,2008-06-01 00:00:00,TPA,Tampa International,Delta Air Lines,Property Damage,Checked Baggage,Other,$13.75 ,Denied,$0.00 ,Deny,9.0,13.75,0.0,13.75
2005051784885,2005-05-13 00:00:00,2005-02-19 00:00:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),$314.93 ,Settled,$251.94 ,Settle,83.0,314.93,251.94,62.99000000000001
2005051784890,2005-05-16 00:00:00,2005-04-28 00:00:00,PVD,TF Green Airport; Providence,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),$250.00 ,Settled,$50.00 ,Settle,18.0,250.0,50.0,200.0
0528069L,2003-05-28 00:00:00,2003-05-11 00:00:00,SAT,San Antonio International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$175.00 ,Settled,$87.50 ,Settle,17.0,175.0,87.5,87.5
2006013000537,2006-01-24 00:00:00,2006-01-16 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$149.95 ,Approved,$149.95 ,Approve in Full,8.0,149.95,149.95,0.0
2007101833661,2007-10-16 00:00:00,2007-09-18 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments; Medicines; Other,$334.48 ,Approved,$334.48 ,Approve in Full,28.0,334.48,334.48,0.0
2007082330721,2007-08-22 00:00:00,2007-08-20 00:00:00,JAX,Jacksonville International,UAL,Passenger Property Loss,Checked Baggage,Binoculars; Clothing - Shoes; belts; accessories; etc.; Jewelry - Costume,$150.00 ,Denied,$0.00 ,Deny,2.0,150.0,0.0,150.0
2006081611168,2006-08-14 00:00:00,2006-07-22 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),$89.00 ,Denied,$0.00 ,Deny,23.0,89.0,0.0,89.0
2007111535020,2007-11-14 00:00:00,2007-09-30 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,$21.82 ,Approved,$21.82 ,Approve in Full,45.0,21.82,21.82,0.0
0807011M,2003-08-07 00:00:00,2003-07-26 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Locks,$180.00 ,Denied,$0.00 ,Deny,12.0,180.0,0.0,180.0
2009042758011,2009-04-29 00:00:00,2009-04-19 00:00:00,SEA,Seattle-Tacoma International,American Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,$389.00 ,Approved,$389.00 ,Approve in Full,10.0,389.0,389.0,0.0
2006081811275,2006-08-16 00:00:00,2006-05-17 00:00:00,LAX,Los Angeles International Airport,Qantus Airways,Passenger Property Loss,Checked Baggage,Cameras - Digital; PDA - Personal Data Assistants,$735.19 ,Denied,$0.00 ,Deny,91.0,735.19,0.0,735.19
2008040942212,2008-03-31 00:00:00,2007-10-05 00:00:00,BNA,Nashville International,Southwest Airlines,Property Damage,Checkpoint,Cameras - Digital,$802.49 ,Denied,$0.00 ,Deny,178.0,802.49,0.0,802.49
2008041142511,2008-04-03 00:00:00,2008-03-21 00:00:00,OMA,Eppley Airfield,Southwest Airlines,Passenger Property Loss,Checkpoint,Cell Phones,$50.00 ,Approved,$50.00 ,Approve in Full,13.0,50.0,50.0,0.0
2005012574229,2005-01-04 00:00:00,2004-11-06 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,$45.00 ,Approved,$45.00 ,Approve in Full,59.0,45.0,45.0,0.0
0714559M,2002-12-18 00:00:00,2002-11-11 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,$820.00 ,Denied,$0.00 ,Deny,37.0,820.0,0.0,820.0
2009081762670,2009-08-14 00:00:00,2009-08-04 00:00:00,CMH,Port Columbus International,Southwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,$90.00 ,Denied,$0.00 ,Deny,10.0,90.0,0.0,90.0
2005010673048,2004-12-21 00:00:00,2004-12-11 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$10.99 ,Approved,$10.99 ,Approve in Full,10.0,10.99,10.99,0.0
2005070188018,2005-06-29 00:00:00,2005-06-20 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$115.14 ,Approved,$115.14 ,Approve in Full,9.0,115.14,115.14,0.0
2006071109278,2006-07-10 00:00:00,2006-06-10 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Video Recordings (blank & commercial),$86.59 ,Settled,$43.30 ,Settle,30.0,86.59,43.3,43.290000000000006
